   53249.269970000001        15.769000000000000        6.0000000000000001E-003
   53250.292009999997        15.848000000000001        8.0000000000000002E-003
   53251.314050000001        15.949000000000000        8.9999999999999993E-003
   53252.347889999997        16.047000000000001        6.0000000000000001E-003
   53253.269509999998        16.151000000000000        1.2999999999999999E-002
   53256.223749999997        16.568000000000001        6.0000000000000001E-003
   53257.210140000003        16.704999999999998        8.0000000000000002E-003
   53258.242339999997        16.853999999999999        7.0000000000000001E-003
   53259.259279999998        16.998000000000001        6.0000000000000001E-003
   53260.282639999998        17.132000000000001        8.0000000000000002E-003
   53261.195310000003        17.225999999999999        1.2999999999999999E-002
   53262.190219999997        17.382999999999999        8.9999999999999993E-003
   53263.248480000002        17.513000000000002        1.4000000000000000E-002
   53264.224990000002        17.606999999999999        1.4999999999999999E-002
   53265.266779999998        17.707000000000001        1.4000000000000000E-002
   53266.211980000000        17.797000000000001        8.9999999999999993E-003
   53267.220009999997        17.859000000000002        1.2000000000000000E-002
   53268.224710000002        17.901000000000000        8.9999999999999993E-003
   53269.176059999998        17.954999999999998        1.7000000000000001E-002
   53270.180119999997        17.997000000000000        1.0999999999999999E-002
   53271.272270000001        18.035000000000000        1.0999999999999999E-002
   53272.251349999999        18.071000000000002        1.2000000000000000E-002
   53273.277699999999        18.109999999999999        1.2000000000000000E-002
   53274.198740000000        18.123999999999999        1.6000000000000000E-002
   53275.218820000002        18.143999999999998        2.1999999999999999E-002
   53276.226779999997        18.163000000000000        2.5999999999999999E-002
   53277.162949999998        18.173999999999999        3.1000000000000000E-002
   53279.181530000002        18.204000000000001        1.9000000000000000E-002
   53280.193469999998        18.206000000000000        1.6000000000000000E-002
   53281.206930000000        18.263999999999999        1.6000000000000000E-002
   53284.307320000000        18.303999999999998        1.2999999999999999E-002
   53287.167029999997        18.321000000000002        8.9999999999999993E-003
   53289.238630000000        18.349000000000000        1.0000000000000000E-002
   53291.172299999998        18.361000000000001        1.0000000000000000E-002
   53293.203070000003        18.347000000000001        2.5999999999999999E-002
   53294.268380000001        18.427000000000000        1.0000000000000000E-002
   53295.226549999999        18.430000000000000        1.0000000000000000E-002
   53299.162479999999        18.471000000000000        1.2000000000000000E-002
   53324.160889999999        18.773000000000000        1.0000000000000000E-002
   53329.165079999999        18.844999999999999        1.4999999999999999E-002
   53331.095520000003        18.870000000000001        2.0000000000000000E-002
   53341.074710000001        19.023000000000000        1.2999999999999999E-002
   53345.101920000001        19.114999999999998        1.4000000000000000E-002
   53349.077859999998        19.140999999999998        1.2000000000000000E-002
