53255.156929999997        17.981000000000002
53256.125050000002        17.754000000000001
53257.135219999996        17.558000000000000
53258.112849999998        17.419000000000000
53259.109600000003        17.279000000000000
53260.118810000000        17.187999999999999
53261.081749999998        17.117000000000001
53262.056219999999        17.085999999999999
53263.078229999999        17.064000000000000
53264.088949999998        17.058000000000000
53265.135849999999        17.090000000000000
53266.111100000002        17.111000000000001
53267.104420000003        17.154000000000000
53268.115339999997        17.222000000000001
53269.093959999998        17.321999999999999
53270.039402385320        17.443000000000100
53271.114553668000        17.559000000000000
53272.123440000000        17.669000000000000
53273.239000000000        17.779000000000000
53274.129000000000        17.800000000100000
53275.320000000000        17.820100000000000
53276.128888880000        17.832400000100000
53277.134499999999        17.849100000000001
53278.125666666666        17.856210000000000
53279.120000000000        17.861300000000001
53280.349111111111        17.871400000000021
